Image_Name,Prompt
taylor_swift.png,a woman coding in front of a computer
taylor_swift.png,a woman in a helmet and vest riding a motorcycle
taylor_swift.png,a woman in the jungle
taylor_swift.png,a woman in the snow
taylor_swift.png,a woman on the beach
taylor_swift.png,a woman on a cobblestone street
taylor_swift.png,a woman on top of pink fabric
taylor_swift.png,a woman on top of a wooden floor
taylor_swift.png,a woman with a city in the background
taylor_swift.png,a woman with a mountain in the background
taylor_swift.png,a woman with a blue house in the background
taylor_swift.png,a woman on top of a purple rug in a forest
